series,location,keywords,numpages,articleno,booktitle,abstract,doi,url,address,publisher,isbn,year,title,author,ENTRYTYPE,ID,month,journal,issn,number,volume,issue_date,pages,note
ICCAD '24,"Newark Liberty International Airport Marriott, New York, NY, USA",,7,57,Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,"The electronic design automation (EDA) community has recently begun recognizing the potential of generative artificial intelligence (AI) in chip design. However, its full potential is not fully exploited due to the limited availability of publicly accessible datasets crucial for advancing research in EDA. This paper highlights the dual role of generative AI; in particular, it showcases (i) BeGAN, the use of a generative AI strategy to create thousands of realistic benchmarks for power grid synthesis and analysis to advance power-related research, and (ii) EDA Corpus---an expert-curated and generative AI-enhanced dataset to serve research and development of EDA tool assistants. These two case studies emphasize the ability of generative methods to create and utilize datasets to advance research and lower the barriers to entry in EDA.",10.1145/3676536.3697122,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3676536.3697122,"New York, NY, USA",Association for Computing Machinery,9798400710773,2025,Generative Methods in EDA: Innovations in Dataset Generation and EDA Tool Assistants,"Chhabria, Vidya A. and Wu, Bing-Yue and Sharma, Utsav and Kunal, Kishor and Rovinski, Austin and Sapatnekar, Sachin S.",inproceedings,10.1145/3676536.3697122,,,,,,,,
ICCAD '24,"Newark Liberty International Airport Marriott, New York, NY, USA",,7,57,Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,"The electronic design automation (EDA) community has recently begun recognizing the potential of generative artificial intelligence (AI) in chip design. However, its full potential is not fully exploited due to the limited availability of publicly accessible datasets crucial for advancing research in EDA. This paper highlights the dual role of generative AI; in particular, it showcases (i) BeGAN, the use of a generative AI strategy to create thousands of realistic benchmarks for power grid synthesis and analysis to advance power-related research, and (ii) EDA Corpus---an expert-curated and generative AI-enhanced dataset to serve research and development of EDA tool assistants. These two case studies emphasize the ability of generative methods to create and utilize datasets to advance research and lower the barriers to entry in EDA.",10.1145/3676536.3697122,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3676536.3697122,"New York, NY, USA",Association for Computing Machinery,9798400710773,2025,Generative Methods in EDA: Innovations in Dataset Generation and EDA Tool Assistants,"Chhabria, Vidya A. and Wu, Bing-Yue and Sharma, Utsav and Kunal, Kishor and Rovinski, Austin and Sapatnekar, Sachin S.",inproceedings,10.1145/3676536.3697122,,,,,,,,
CHIWORK '25,,"Dynamic UX Generation, Prompt Middleware",23,24,Proceedings of the 4th Annual Symposium on Human-Computer Interaction for Work,"Prompting generative AI effectively is challenging for users, particularly in expressing context for comprehension tasks like explaining spreadsheet formulas, Python code, and text passages. Through a formative survey (n = 38), we uncovered a trade-off between standardized but predictable prompting support, and context-adaptive but unpredictable support. We explore this trade-off by implementing two prompt middleware approaches: Dynamic Prompt Refinement Control (Dynamic PRC), which generates UI elements for prompt refinement based on the user’s specific prompt, and Static Prompt Refinement Control (Static PRC), which offers generic controls. Our controlled user study (n = 16) showed that the Dynamic PRC approach afforded more control, lowered barriers to providing context, and encouraged task exploration and reflection, but reasoning about the effects of generated controls on the final output remains challenging. Our findings suggest that dynamic prompt middleware can improve the user experience of generative AI workflows.",10.1145/3729176.3729203,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3729176.3729203,"New York, NY, USA",Association for Computing Machinery,9798400713842,2025,Dynamic Prompt Middleware: Contextual Prompt Refinement Controls for Comprehension Tasks,"Drosos, Ian and Williams, Jack and Sarkar, Advait and Wilson, Nicholas and Rintel, Sean and Panda, Payod",inproceedings,10.1145/3729176.3729203,,,,,,,,
RecSys '25,,"Off-Policy Evaluation and Learning, Sentence Personalization.",10,,Proceedings of the Nineteenth ACM Conference on Recommender Systems,"We study the problem of personalizing the output of a large language model (LLM) by training on logged bandit feedback (e.g., personalizing movie descriptions based on likes). While one may naively treat this as a standard off-policy contextual bandit problem, the large action space and the large parameter space make naive applications of off-policy learning (OPL) infeasible. We overcome this challenge by learning a prompt policy for a frozen LLM that has only a modest number of parameters. The proposed Direct Sentence Off-policy gradient (DSO) effectively propagates the gradient to the prompt policy space by leveraging the smoothness and overlap in the sentence space. Consequently, DSO substantially reduces variance while also suppressing bias. Empirical results on our newly established suite of benchmarks, called OfflinePrompts, demonstrate the effectiveness of the proposed approach in generating personalized descriptions for movie recommendations, particularly when the number of candidate prompts and reward noise are large.1",10.1145/3705328.3748088,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3705328.3748088,"New York, NY, USA",Association for Computing Machinery,9798400713644,2025,An Off-Policy Learning Approach for Steering Sentence Generation towards Personalization,"Kiyohara, Haruka and Cao, Daniel Yiming and Saito, Yuta and Joachims, Thorsten",inproceedings,10.1145/3705328.3748088,,,,,,,41–50,
Interacci\'{o}n '23,"Lleida, Spain",,9,12,Proceedings of the XXIII International Conference on Human Computer Interaction,"Reading and comprehending information in different languages is becoming increasingly important in our interconnected world. However, teaching such abilities can be challenging, and pre-packaged materials found in textbooks and readers may not always meet the needs of individual learners. To address this, the LATILL project aims to enhance the reading competencies of young Europeans by providing foreign language teachers with digital tools that enable them to select level-appropriate and engaging texts for their students. The project proposes a platform to ease the search and analysis of German literature based on specific topics and CEFR levels, along with additional tools and materials for working with authentic texts. The platform's features include generative AI in creating new elements (translations, simplifications, and generated images) and the development of text bundles, making it easier for teachers to find, share, and use appropriate materials. The initial user evaluations of the platform's prototype are promising, with the pilot users finding their features helpful and innovative.",10.1145/3612783.3612796,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3612783.3612796,"New York, NY, USA",Association for Computing Machinery,9798400707902,2024,Design and development of the LATILL platform for retrieving adequate texts to foster reading skills in German,"V\'{a}zquez-Ingelmo, Andrea and Garc\'{\i}a-Holgado, Alicia and Theron, Roberto and Shoeibi, Nastaran and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",inproceedings,10.1145/3612783.3612796,,,,,,,,
AIVRID '25,,"AI virtual humans, multimodal generative models, cross-media narrative, brand incubation, digital persona IP, diffusion models, large language models (LLMs)",4,,"Proceedings of the 2025 International Conference on Artificial Intelligence, Virtual Reality and Interaction Design","This study explores the IP evolution of AI-driven virtual actors across cross-media environments. By integrating multimodal generative models such as Stable Diffusion, Sora, and AudioCraft, it proposes a systematic AI Persona IP framework covering character creation, narrative expansion, and brand consolidation. Redundant descriptions of the framework are condensed, emphasizing its unique contribution to IP lifecycle extension. A comparative perspective is introduced by aligning the model with classical frameworks such as Keller's Brand Equity Model and Aaker's Brand Building Process, demonstrating its alignment with established IP management theory. Empirical results based on 1,200 multimodal samples and 300,000 interaction records show that AI virtual actors outperform human actors in lifecycle duration, communication reach, and ROI, with 33\% higher fan retention and 60\% more brand collaborations. The findings indicate that AI virtual humans are becoming key intelligent assets in the digital content economy, reshaping creative production and value-chain structures. This work provides theoretical insight and a practical framework for sustainable development within the intelligent entertainment ecosystem.",10.1145/3777730.3777860,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3777730.3777860,"New York, NY, USA",Association for Computing Machinery,9798400718540,2026,Submission Template AI-Driven Cross-Media Virtual Actor IP Ecosystem,"Xie, Hongyuan and Wang, Hongshu and Zhao, Xueyu",inproceedings,10.1145/3777730.3777860,,,,,,,805–808,
IMX '25,,"Virtual Production (VP), AI-Generated 3D Environments, Filmmaking Workflows, 3D Scene Reconstruction, Gaussian Splatting, Generative AI, Previsualization, Interactive Media, Real-Time Rendering, Human-Computer Interaction (HCI), Creative Collaboration, Graphical User Interface (GUI), Immersive Storytelling, Digital Content Creation.",19,,Proceedings of the 2025 ACM International Conference on Interactive Media Experiences,"Virtual production (VP) is transforming filmmaking by integrating real-time digital elements with live-action footage, offering new creative possibilities and streamlined workflows. While industry experts recognize AI’s potential to revolutionize VP, its practical applications and value across different production phases and user groups remain underexplored. Building on initial research into generative and data-driven approaches, this paper presents the first systematic pilot study evaluating three types of AI-generated 3D environments—Depth Mesh, 360° Panoramic Meshes, and Gaussian Splatting—through the participation of 15 filmmaking professionals from diverse roles. Unlike commonly used 2D AI-generated visuals, our approach introduces navigable 3D environments that offer greater control and flexibility, aligning more closely with established VP workflows. Through expert interviews and literature research, we developed evaluation criteria to assess their usefulness beyond concept development, extending to previsualization, scene exploration, and interdisciplinary collaboration. Our findings indicate that different environments cater to distinct production needs, from early ideation to detailed visualization. Gaussian Splatting proved effective for high-fidelity previsualization, while 360° Panoramic Meshes excelled in rapid concept ideation. Despite their promise, challenges such as limited interactivity and customization highlight areas for improvement. Our prototype, EnVisualAIzer, built in Unreal Engine 5, provides an accessible platform for diverse filmmakers to engage with AI-generated environments, fostering a more inclusive production process. By lowering technical barriers, these environments have the potential to make advanced VP tools more widely available. This study offers valuable insights into the evolving role of AI in VP and sets the stage for future research and development.",10.1145/3706370.3727853,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706370.3727853,"New York, NY, USA",Association for Computing Machinery,9798400713910,2025,Understanding Creative Potential and Use Cases of AI-Generated Environments for Virtual Film Productions: Insights from Industry Professionals,"Leininger, Pauline and Weber, Christoph Johannes and Rothe, Sylvia",inproceedings,10.1145/3706370.3727853,,,,,,,60–78,
IDC '25,,,15,,Proceedings of the 24th Interaction Design and Children,"Artificial intelligence (AI) has demonstrated significant potential in supporting pediatric speech therapy. However, no systematic review has examined the quality and expanding landscape of commercially available AI-enabled speech therapy mobile apps for children. We conducted a systematic review and analysis of 21 identified commercially available AI-enabled apps designed for speech-sound practice with children. Using 15 evaluation criteria consolidated and extended from prior HCI design guidelines for human-AI and child-AI interaction, our content and risk analysis revealed that existing apps have not yet leveraged the full potential of existing AI tools, and often fail to rigorously adhere to the best recommended practice. Incorporating feedback from the speech therapy community, we categorized our findings into four areas of ethical concern. To address these concerns, we propose actionable recommendations for app designers, families, and speech therapists to guide more ethical development and safe use of AI-enabled applications for pediatric speech therapy.",10.1145/3713043.3728841,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3713043.3728841,"New York, NY, USA",Association for Computing Machinery,9798400714733,2025,Is AI Ready to Support Speech Therapy for Children? A Systematic Review of AI-Enabled Mobile Apps for Pediatric Speech Therapy,"Shi, Zhonghao and Chung, Daeun and Du, Yao and Zhang, Jiaxin and Raina, Shivani and Mataric, Maja",inproceedings,10.1145/3713043.3728841,,,,,,,479–493,
CHI '25,,"Prompt Engineering, Human-AI Interaction, Responsible Computing, Responsible AI, Responsible Prompting, Recommender Systems, Proactive Value Alignment",30,836,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Human-Computer Interaction practitioners have been proposing best practices in user interface design for decades. However, generative Artificial Intelligence (GenAI) brings additional design considerations and currently lacks sufficient user guidance regarding affordances, inputs, and outputs. In this context, we developed a recommender system to promote responsible AI (RAI) practices while people prompt GenAI systems. We detail 10 interviews with IT professionals, the resulting recommender system developed, and 20 user sessions with IT professionals interacting with our prompt recommendations. Results indicate that responsible prompting recommendations have the potential to support novice prompt engineers and raise awareness about RAI in prompting-time. They also suggest that recommendations should simultaneously maximize both a prompt’s similarity to a user’s input as well as a diversity of associated social values provided. These findings contribute to RAI by offering practical ways to provide user guidance and enrich human-GenAI interaction via prompt recommendations.",10.1145/3706598.3713365,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713365,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,Responsible Prompting Recommendation: Fostering Responsible AI Practices in Prompting-Time,"Santana, Vagner Figueredo de and Berger, Sara E and Candello, Heloisa and Machado, Tiago and Sanctos, Cassia Sampaio and Su, Tianyu and Williams, Lemara",inproceedings,10.1145/3706598.3713365,,,,,,,,
CHI '25,,"code synthesis, exploratory programming, design exploration, design matrix, user interface, prototyping",27,873,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Recent advancements in large language models have significantly expedited the process of generating front-end code. This allows users to rapidly prototype user interfaces and ideate through code, a process known as exploratory programming. However, existing LLM code generation tools focus more on technical implementation details rather than finding the right design given a particular problem. We present DynEx, an LLM-based method for design exploration in accelerated exploratory programming. DynEx introduces a technique to explore the design space through a structured Design Matrix before creating the prototype with a modular, stepwise approach to LLM code generation. Code is generated sequentially, and users can test and approve each step before moving onto the next. A user study of 10 experts found that DynEx increased design exploration and enabled the creation of more complex and varied prototypes compared to a Claude Artifact baseline. We conclude with a discussion of the implications of design exploration for exploratory programming.",10.1145/3706598.3714115,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3714115,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,DynEx: Dynamic Code Synthesis with Structured Design Exploration for Accelerated Exploratory Programming,"Ma, Jenny GuangZhen and Sreedhar, Karthik and Liu, Vivian and Perez, Pedro A. and Wang, Sitong and Sahni, Riya and Chilton, Lydia B",inproceedings,10.1145/3706598.3714115,,,,,,,,
IMX '24,"Stockholm, Sweden","adaptive media, generative media, interactive video",16,,Proceedings of the 2024 ACM International Conference on Interactive Media Experiences,"Advances in generative text-to-image models are enabling new forms of personalized and adaptive media. We investigate the potential of such techniques through a generative adaptation of the fairy tale of Little Red Riding Hood. Specifically, we test two kinds of adaptations: (1) continuously adapting the visuals based on a face-to-emotion model, and (2) eliciting viewers’ fears and adapting the story accordingly. In either case, the adaptive versions are designed to make the story more scary and thus enhance the viewing experience in this dimension. We compare both variants against a baseline condition in a between-subjects study with 97&nbsp;participants. Our results show that these adaptations significantly alter the viewing experience, modulated by viewers’ genre preferences.",10.1145/3639701.3656303,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3639701.3656303,"New York, NY, USA",Association for Computing Machinery,9798400705038,2024,The Generative Fairy Tale of Scary Little Red Riding Hood,"Harde, Lasse and Jensen, Lasse and Krogh, Johan and Plesner, Adrian and S\o{}rensen, Oliver and Pohl, Henning",inproceedings,10.1145/3639701.3656303,,,,,,,129–144,
GECCO '24 Companion,"Melbourne, VIC, Australia","human-AI interaction, co-creativity, music synthesis, interactive evolutionary computation, generative adversarial network, human-in-the-loop",8,,Proceedings of the Genetic and Evolutionary Computation Conference Companion,"The development of generative artificial intelligence (AI) has demonstrated notable advancements in the domain of music synthesis. However, a perceived lack of creativity in the generated content has drawn significant attention from the public. To address this, this paper introduces a novel approach to personalized music synthesis, incorporating a human-in-the-loop generation. This method leverages the dual strengths of interactive evolutionary computation, known for its capturing user preferences, and generative adversarial network, renowned for its capacity to autonomously produce high-quality music. The primary objective of this integration is to augment the credibility and diversity of generative AI in music synthesis, fostering computational artistic creativity in humans. Furthermore, a user-friendly interactive music player has been designed to facilitate users in the music synthesis process. The proposed method exemplifies a paradigm wherein users manipulate latent space through human-machine interaction, underscoring the pivotal role of humans in the synthesis of diverse and creative music.",10.1145/3638530.3664109,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3638530.3664109,"New York, NY, USA",Association for Computing Machinery,9798400704956,2024,A User-Guided Generation Framework for Personalized Music Synthesis Using Interactive Evolutionary Computation,"Wang, Yanan and Pei, Yan and Ma, Zerui and Li, Jianqiang",inproceedings,10.1145/3638530.3664109,,,,,,,1762–1769,
,,"Artificial Intelligence, Older Adults, Reminiscence Activity, Virtual Reality",25,103,,"Reminiscence activities, which involve recalling and sharing past experiences, have proven beneficial for improving cognitive function, mood, and overall well-being. However, urbanization has led to the disappearance of familiar environments, removing visual and audio cues for effective reminiscence. While old photos can serve as visual cues to aid reminiscence, it is challenging for people to reconstruct the reminisced content and environment that are not in the photos. Virtual reality (VR) and artificial intelligence (AI) offer the ability to reconstruct an immersive environment with dynamic content and to converse with people to help them gradually reminisce. We designed RemVerse, an AI-empowered VR prototype aimed to support reminiscence activities. Integrating generative models and AI agent into a VR environment, RemVerse helps older adults reminisce with AI-generated visual cues and interactive dialogues. Our user study with 14 older adults showed that RemVerse effectively supported reminiscence activities by triggering, concretizing, and deepening personal memories, while fostering increased engagement and autonomy among older adults. Based on our findings, we proposed design implications to make reminiscence activities in AI-assisted VR more accessible and engaging for older adults.",10.1145/3749505,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3749505,"New York, NY, USA",Association for Computing Machinery,,2025,RemVerse: Supporting Reminiscence Activities for Older Adults through AI-Assisted Virtual Reality,"Li, Ruohao and Li, Jiawei and Sun, Jia and Wu, Zhiqing and Li, Zisu and Wang, Ziyan and Lin, Ge and Fan, Mingming",article,10.1145/3749505,September,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,,3,9,September 2025,,
,,,9,,"Proceedings of the 2025 International Conference on Computer Technology, Digital Media and Communication","Packaging design, as a carrier for disseminating values and aesthetic concepts, plays an indispensable role in the exchange and development of humanistic society. This article starts from the aesthetic characteristics of plants and is mainly divided into three parts: exploring the element relationships of plants and studying the aesthetic implications hidden beneath them; Artistically translate plant design elements, extract and apply plant characteristic factors using AIGC technology for packaging design. Based on the VisAWI scale assessment of the factors influencing the AI generation image results and the detection of quality standards, the usability is verified. Research shows that the participation of AIGC in the aesthetic design of plant patterns is feasible, and the packaging patterns can be generalized and uniquely designed. The packaging not only showcases a variety of plant shapes and color patterns with different shades and layers, but also reflects the significant role and aesthetic value of plant pattern packaging in people's psychology, which is of great significance in the evaluation research of related patterns.",,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3783669.3783719,"New York, NY, USA",Association for Computing Machinery,9798400719523,2026,Design and Evaluation of Plant Pattern Packaging from the Perspective of AI,"Qi, Yan and Xu, Kai and Tang, Yiming",inbook,10.1145/3783669.3783719,,,,,,,334–342,
ICADI '24,,"Artificial Intelligence, GAN, Midjourney, VAE, artistic creation, four-grid canvas painting, mental health",8,,"Proceedings of the 2024 International Conference on Artificial Intelligence, Digital Media Technology and Interaction Design","This research work detailed the utilization of Artificial Intelligence (AI) particularly in the development of four-grid canvas paintings. This is possible by integrating the computational power of AI with conventional art designs. AI-based approaches play a significant role in art creation which includes human emotions and exactness. Four-grid painting is an artistic approach that splits the canvas into four separate distinctive sections. Each section of the canvas illustrates a diverse topic. This work comes across the history of four-grid canvas paintings, state-of-the-art algorithms, and architectures of AI drawing methods. We discuss one of the prominent AI platforms called Midjourney and its use in creating four-grid paintings. Furthermore, this paper focuses on the employment of AI in building four-grid paintings and the product design. This illustrates the advancements in the field of amusement, healing through art, and visual aesthetics. Numerous factors have been the focus of a comparative analysis of various AI platforms. These findings will assist in the development of AI-enhanced art.",10.1145/3726010.3726094,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3726010.3726094,"New York, NY, USA",Association for Computing Machinery,9798400712845,2025,The Application of Artificial Intelligence in the Creation of Four Grid Painting and Product Design,"Xu, Linlin and Cheng, Pengfei",inproceedings,10.1145/3726010.3726094,,,,,,,536–543,
MM '25,"Dublin, Ireland","aigc, artworks, cross-modal consistency, interactive application, multimedia creation, multimodal content generation",11,,Proceedings of the 33rd ACM International Conference on Multimedia,"As a form of multimedia creation, visual novel (VN) conveys engaging narratives through the integrated presentation of text, images, and music, and has shown promise across various application domains. Recent advances in generative AI have fueled interest in automating VN creation using LLMs and other foundation models. However, fully end-to-end VN creation (i.e., from user description to executable VN) remains underexplored and presents several key challenges: 1) the hallucination and limited capacity of LLMs hinder the generation of long and coherent plots; 2) current models lack effective mechanisms for ensuring cross-modal consistency between plot, visual, and audio elements. To address these issues, we propose a hierarchical end-to-end framework for automatic VN generation and assembly, which employs an outline-guided autoregressive generation mechanism that transforms high-level user prompts into coherent plots, while a vision LLM-based self-correction mechanism ensures consistency between multimedia assets and plot content. Additionally, we introduce a script validation mechanism to ensure the executable of the final VN application. Experiments demonstrate that our framework generates high-quality VN applications with coherent storylines and consistent multimedia content.",10.1145/3746027.3755541,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746027.3755541,"New York, NY, USA",Association for Computing Machinery,9798400720352,2025,From Outline to Detail: An Hierarchical End-to-end Framework for Coherent and Consistent Visual Novel Generation and Assembly,"Zhang, Yilin and Wei, Yanyan and Zhang, Zhao and Fan, Jicong and Zhang, Haijun and Yan, Shuicheng",inproceedings,10.1145/3746027.3755541,,,,,,,8506–8516,
,,"Generative Artificial Intelligence, Human-AI Collaboration, Personalized Fashion Design",27,107,,"The process of fashion design usually involves sketching, refining, and coloring, with designers drawing inspiration from various images to fuel their creative endeavors. However, conventional image search methods often yield irrelevant results, impeding the design process. Moreover, creating and coloring sketches can be time-consuming and demanding, acting as a bottleneck in the design workflow. In this work, we introduce HAIGEN (Human-AI Collaboration for GENeration), an efficient fashion design system for Human-AI collaboration developed to aid designers. Specifically, HAIGEN consists of four modules. T2IM, located in the cloud, generates reference inspiration images directly from text prompts. With three other modules situated locally, the I2SM batch generates the image material library into a certain designer-style sketch material library. The SRM recommends similar sketches in the generated library to designers for further refinement, and the STM colors the refined sketch according to the styles of inspiration images. Through our system, any designer can perform local personalized fine-tuning and leverage the powerful generation capabilities of large models in the cloud, streamlining the entire design development process. Given that our approach integrates both cloud and local model deployment schemes, it effectively safeguards design privacy by avoiding the need to upload personalized data from local designers. We validated the effectiveness of each module through extensive qualitative and quantitative experiments. User surveys also confirmed that HAIGEN offers significant advantages in design efficiency, positioning it as a new generation of aid-tool for designers.",10.1145/3678518,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3678518,"New York, NY, USA",Association for Computing Machinery,,2024,HAIGEN: Towards Human-AI Collaboration for Facilitating Creativity and Style Generation in Fashion Design,"Jiang, Jianan and Wu, Di and Deng, Hanhui and Long, Yidan and Tang, Wenyi and Li, Xiang and Liu, Can and Jin, Zhanpeng and Zhang, Wenlei and Qi, Tangquan",article,10.1145/3678518,September,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,,3,8,September 2024,,
CHI '25,,"Large language models, Inspiration, Qualitative analysis",17,150,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Large language model (LLM) systems have been shown to stimulate creative thinking among creators, yet empirical research on whether users can seek inspiration in their everyday lives through these technologies is lacking. This paper explores which attributes of LLMs influence inspiration-seeking processes. Focusing on use cases of travel, cooking, and self-care, we interviewed 20 participants as they explored scenarios of these use cases using LLMs. Thematic analysis revealed that the vast data of LLMs inspires users with unexpected ideas, many of which were highly personalized, and inspired participants towards being motivated to act. Participants were also sensitive to the deficiencies of LLMs, and noted how ethical issues associated with these technologies could negatively impact them applying inspirational ideas into practice. We discuss the behavioral patterns of users actively seeking inspiration via LLMs, and provide design opportunities for LLMs that make the inspiration-seeking process more human-centric.",10.1145/3706598.3713259,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713259,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,Seeking Inspiration through Human-LLM Interaction,"Lin, Xinrui and Huang, Heyan and Huang, Kaihuang and Shu, Xin and Vines, John",inproceedings,10.1145/3706598.3713259,,,,,,,,
LAK '24,"Kyoto, Japan","ChatGPT, Midjourney, educational technology, generative artificial intelligence, human-AI collaboration, learning analytics",11,,Proceedings of the 14th Learning Analytics and Knowledge Conference,"Generative artificial intelligence (GenAI), exemplified by ChatGPT, Midjourney, and other state-of-the-art large language models and diffusion models, holds significant potential for transforming education and enhancing human productivity. While the prevalence of GenAI in education has motivated numerous research initiatives, integrating these technologies within the learning analytics (LA) cycle and their implications for practical interventions remain underexplored. This paper delves into the prospective opportunities and challenges GenAI poses for advancing LA. We present a concise overview of the current GenAI landscape and contextualise its potential roles within Clow’s generic framework of the LA cycle. We posit that GenAI can play pivotal roles in analysing unstructured data, generating synthetic learner data, enriching multimodal learner interactions, advancing interactive and explanatory analytics, and facilitating personalisation and adaptive interventions. As the lines blur between learners and GenAI tools, a renewed understanding of learners is needed. Future research can delve deep into frameworks and methodologies that advocate for human-AI collaboration. The LA community can play a pivotal role in capturing data about human and AI contributions and exploring how they can collaborate most effectively. As LA advances, it is essential to consider the pedagogical implications and broader socioeconomic impact of GenAI for ensuring an inclusive future.",10.1145/3636555.3636856,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3636555.3636856,"New York, NY, USA",Association for Computing Machinery,9798400716188,2024,Generative Artificial Intelligence in Learning Analytics: Contextualising Opportunities and Challenges through the Learning Analytics Cycle,"Yan, Lixiang and Martinez-Maldonado, Roberto and Gasevic, Dragan",inproceedings,10.1145/3636555.3636856,,,,,,,101–111,
,,"Extended reality, artificial intelligence, patient health, well-being, augmented reality, virtual reality, spatial computing",,,,"Individually, artificial intelligence (AI) and extended reality (XR) have improved patient-oriented care across healthcare domains. Additionally, recent reviews have highlighted the significant synergistic effects of AI and XR in various fields, including healthcare. This review aims to identify existing AI-XR applications for patient-oriented health and well-being, analyze their benefits, derive trends, identify challenges, and outline future perspectives. Articles of any study design published before July 9, 2024, were systematically collected from six databases. After the initial screening of 4612 articles, 64 matched the eligibility criteria. The applications demonstrated patient benefits, including improved clinical outcomes, engagement, and accessibility. Machine learning, deep learning, and conversational avatars were combined with XR’s interactive environments to enable personalized rehabilitation and physical therapy, mental health, and developmental care interventions. Associated challenges included the technological immaturity of current applications, lack of large-scale validations, and ethical concerns. While innovation in rehabilitation applications reached its peak, future directions include the need for comprehensive validation and investments in technical, regulatory, and clinical integration. Another perspective highlights the potential of combining extended reality environments with recent trends in generative AI, especially for mental health interventions. Generalized AI-XR paradigms can guide user-centered development through improved human-computer interaction in various computational research fields.",10.1145/3793544,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3793544,"New York, NY, USA",Association for Computing Machinery,,2026,Synergy of Artificial Intelligence and Extended Reality in Patient-focused Health and Well-Being Applications – A Systematic Review,"Schwirtlich, Tim and Lee, Cheolmin Matthew and Beestrum, Molly and Mohr, David C.",article,10.1145/3793544,February,ACM Trans. Comput. Healthcare,,,,,,Just Accepted
CHI '25,,"The Blind and Visually Impaired, Accessibility, Slide Editing, Graphical Tactile Display, Multimodal Interfaces, AI Assistance",23,1161,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Presentation software still holds barriers to independent creation for blind and visually impaired users (BVIs) due to its visual-centric interface. To address this gap, we introduce I-Scratch, a multimodal system which empowers BVIs to independently create, explore, and edit PowerPoint slides. We initially designed I-Scratch to tackle the practical challenges faced by BVIs and refined I-Scratch to improve its usability and accessibility through iterative participatory sessions involving a blind user. I-Scratch integrates a graphical tactile display with auditory guidance for multimodal feedback, simplifies the user interface, and leverages AI technologies for visual assistance in image generation and content interpretation. A user study with ten BVIs demonstrated that I-Scratch enables them to produce visually coherent and aesthetically pleasing slides independently, achieving 91.25\% of full and partial successes with a CSI score of 85.07. We present five guidelines and future directions to support the creative work of BVIs using presentation software.",10.1145/3706598.3713553,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713553,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,I-Scratch: Independent Slide Creation With Auditory Comment and Haptic Interface for the Blind and Visually Impaired,"Kim, Gyeongdeok and Lim, Chungman and Park, Gunhyuk",inproceedings,10.1145/3706598.3713553,,,,,,,,
